rank;time_s;freq_from_hz;freq_to_hz;energy
12877;2.300;2300;2350;1.10987605e-07
12878;8.100;4900;4950;1.10755916e-07
12879;11.400;2650;2700;1.10712754e-07
12880;12.900;4500;4550;1.10456121e-07
12881;6.500;4150;4200;1.10138611e-07
12882;7.400;3100;3150;1.09389174e-07
12883;7.300;3000;3050;1.09234450e-07
12884;7.500;3800;3850;1.09130730e-07
12885;13.600;3800;3850;1.09110039e-07
12886;10.600;3150;3200;1.09038710e-07
12887;10.100;3100;3150;1.08983502e-07
12888;1.100;4200;4250;1.08923849e-07
12889;2.400;2050;2100;1.08597086e-07
12890;5.800;4700;4750;1.08386051e-07
12891;0.500;4950;5000;1.08375084e-07
12892;6.600;4850;4900;1.08282984e-07
12893;3.100;3200;3250;1.08267498e-07
12894;13.200;4800;4850;1.08219204e-07
12895;0.700;4900;4950;1.07949279e-07
12896;10.700;3200;3250;1.07829492e-07
12897;7.800;3600;3650;1.07779997e-07
12898;10.000;3450;3500;1.07689800e-07
12899;15.400;4350;4400;1.07369776e-07
12900;10.700;2600;2650;1.07220210e-07
12901;13.700;3600;3650;1.06977379e-07
12902;1.600;3550;3600;1.06934413e-07
12903;1.100;4100;4150;1.06730103e-07
12904;15.400;4500;4550;1.06471730e-07
12905;13.900;4550;4600;1.06445699e-07
12906;10.500;3250;3300;1.06427550e-07
12907;13.900;4850;4900;1.06398049e-07
12908;0.400;4600;4650;1.06155499e-07
12909;6.400;4650;4700;1.06077848e-07
12910;11.800;2900;2950;1.06071517e-07
12911;0.300;4700;4750;1.05905798e-07
12912;6.200;4800;4850;1.05836695e-07
12913;11.600;2300;2350;1.05305425e-07
12914;6.500;4250;4300;1.04977338e-07
12915;0.500;4850;4900;1.04834218e-07
12916;15.600;4600;4650;1.04753818e-07
12917;13.900;4800;4850;1.04692984e-07
12918;15.600;3750;3800;1.04299593e-07
12919;11.100;2800;2850;1.04281323e-07
12920;6.100;4950;5000;1.04086620e-07
12921;7.000;3250;3300;1.04048884e-07
12922;7.000;3800;3850;1.03580655e-07
12923;10.400;3550;3600;1.03573234e-07
12924;6.800;3350;3400;1.03142752e-07
12925;0.500;4500;4550;1.01701274e-07
12926;13.900;4900;4950;1.01551371e-07
12927;11.600;2650;2700;1.01409262e-07
12928;7.300;2950;3000;1.01329028e-07
12929;6.500;3950;4000;1.01092319e-07
12930;9.400;3600;3650;1.00896034e-07
12931;2.600;3150;3200;9.99916433e-08
12932;15.800;4250;4300;9.99487122e-08
12933;9.400;4600;4650;9.97500246e-08
12934;15.000;4900;4950;9.97300592e-08
12935;6.500;4100;4150;9.93940401e-08
12936;8.300;4900;4950;9.92010694e-08
12937;9.700;4250;4300;9.91613526e-08
12938;11.600;2900;2950;9.86586598e-08
12939;13.300;4000;4050;9.86493843e-08
12940;2.100;2700;2750;9.85656405e-08
12941;15.700;4650;4700;9.75500222e-08
12942;15.700;4850;4900;9.73429685e-08
12943;9.100;4750;4800;9.72660464e-08
12944;7.200;3250;3300;9.72529634e-08
12945;0.800;3700;3750;9.71841906e-08
12946;0.600;3000;3050;9.71403006e-08
12947;7.100;3250;3300;9.70289409e-08
12948;2.600;1750;1800;9.68139372e-08
12949;6.000;4650;4700;9.65503616e-08
12950;0.300;4750;4800;9.60944363e-08
12951;13.500;3650;3700;9.57487319e-08
12952;0.600;3150;3200;9.57303481e-08
12953;6.800;4150;4200;9.54290974e-08
12954;11.500;2650;2700;9.51045228e-08
12955;6.000;4350;4400;9.48467596e-08
12956;15.700;4750;4800;9.48366010e-08
12957;1.200;3050;3100;9.47207187e-08
12958;7.200;3800;3850;9.44312428e-08
12959;9.100;4300;4350;9.44123691e-08
12960;13.900;4300;4350;9.42232756e-08
12961;8.800;4850;4900;9.39807195e-08
12962;2.400;2550;2600;9.39698457e-08
12963;0.100;500;550;9.36972608e-08
12964;5.800;4350;4400;9.35836593e-08
12965;15.300;4500;4550;9.30395937e-08
12966;3.200;2150;2200;9.29883834e-08
12967;6.100;4500;4550;9.24946744e-08
12968;15.400;4950;5000;9.24172295e-08
12969;6.700;4050;4100;9.24148431e-08
12970;2.400;3600;3650;9.23371229e-08
12971;13.400;4450;4500;9.21327339e-08
12972;10.300;3100;3150;9.20705626e-08
12973;0.700;4500;4550;9.20282165e-08
12974;13.300;4300;4350;9.19414326e-08
12975;7.400;3850;3900;9.18566713e-08
12976;7.600;3000;3050;9.17541840e-08
12977;7.600;2900;2950;9.17062218e-08
12978;12.800;4350;4400;9.16728160e-08
12979;13.700;4050;4100;9.15889658e-08
12980;0.300;4050;4100;9.14095315e-08
12981;1.600;2850;2900;9.09580701e-08
12982;0.600;2250;2300;9.09336120e-08
12983;6.500;3750;3800;9.09023432e-08
12984;6.400;4800;4850;9.02383754e-08
12985;11.400;2550;2600;9.01342762e-08
12986;15.800;4400;4450;9.00332920e-08
12987;8.800;4300;4350;8.99703360e-08
12988;0.300;4850;4900;8.98048404e-08
12989;11.500;2300;2350;8.95974396e-08
12990;8.800;4900;4950;8.94030342e-08
12991;6.300;4850;4900;8.92853744e-08
12992;13.900;4000;4050;8.92117364e-08
12993;15.900;3950;4000;8.92070044e-08
12994;13.900;4100;4150;8.89791558e-08
12995;5.600;4750;4800;8.89288991e-08
12996;6.800;4250;4300;8.88945442e-08
12997;7.800;2550;2600;8.88564774e-08
12998;10.500;3150;3200;8.88556808e-08
12999;7.300;3850;3900;8.87965009e-08
13000;13.900;4150;4200;8.85549127e-08
13001;7.400;3650;3700;8.85198148e-08
13002;7.500;4200;4250;8.84618771e-08
13003;1.500;2850;2900;8.83744575e-08
13004;1.100;4900;4950;8.83301790e-08
13005;1.100;4450;4500;8.81000146e-08
13006;0.500;4700;4750;8.79331733e-08
13007;6.500;4050;4100;8.77887374e-08
13008;9.400;4650;4700;8.74052532e-08
13009;15.800;4450;4500;8.73390620e-08
13010;13.500;3750;3800;8.73199876e-08
13011;8.800;4050;4100;8.72881604e-08
13012;10.800;3250;3300;8.71425728e-08
13013;5.900;4650;4700;8.70512272e-08
13014;2.500;2050;2100;8.70074104e-08
13015;7.500;3100;3150;8.68771796e-08
13016;6.700;4850;4900;8.68623557e-08
13017;1.700;2850;2900;8.66125366e-08
13018;15.800;4300;4350;8.63150631e-08
13019;8.600;4900;4950;8.61375394e-08
13020;9.800;3350;3400;8.59253170e-08
13021;2.800;3200;3250;8.58174458e-08
13022;10.300;2950;3000;8.56038566e-08
13023;11.700;2650;2700;8.54072765e-08
13024;7.800;2600;2650;8.53533535e-08
13025;6.600;3400;3450;8.49301018e-08
13026;6.400;4100;4150;8.49117323e-08
13027;0.800;4400;4450;8.47311980e-08
13028;15.500;4900;4950;8.42770257e-08
13029;6.800;3400;3450;8.41507578e-08
13030;8.800;4750;4800;8.41019764e-08
13031;0.200;4450;4500;8.40353182e-08
13032;11.800;2400;2450;8.36628209e-08
13033;10.300;3300;3350;8.35945752e-08
13034;13.900;4750;4800;8.34954866e-08
13035;6.700;4800;4850;8.34523145e-08
13036;2.600;2550;2600;8.33665863e-08
13037;6.000;3900;3950;8.31933462e-08
13038;5.500;4600;4650;8.30893792e-08
13039;6.200;3700;3750;8.27178233e-08
13040;12.800;4150;4200;8.26406197e-08
13041;10.700;2700;2750;8.22781337e-08
13042;9.900;3050;3100;8.19290282e-08
13043;3.200;1350;1400;8.16201412e-08
13044;6.600;3300;3350;8.13638631e-08
13045;2.100;3650;3700;8.12116266e-08
13046;6.500;3400;3450;8.11340099e-08
13047;12.800;4700;4750;8.10334800e-08
13048;15.900;4300;4350;8.07956619e-08
13049;5.300;4550;4600;8.07611105e-08
13050;6.800;3300;3350;8.04747374e-08
13051;0.700;4350;4400;8.01322423e-08
13052;13.600;3600;3650;7.97942630e-08
13053;0.500;4750;4800;7.91760130e-08
13054;10.200;3500;3550;7.90888655e-08
13055;11.300;2400;2450;7.90622570e-08
13056;15.600;3900;3950;7.89510836e-08
13057;6.500;4000;4050;7.86212760e-08
13058;9.400;3650;3700;7.85139276e-08
13059;9.800;3050;3100;7.84558260e-08
13060;11.300;2500;2550;7.82729356e-08
13061;13.600;3050;3100;7.80155116e-08
13062;7.800;3050;3100;7.75851896e-08
13063;6.300;3700;3750;7.75289706e-08
13064;12.800;4600;4650;7.72858580e-08
13065;11.200;2800;2850;7.67917045e-08
13066;7.000;3350;3400;7.67484028e-08
13067;8.800;4500;4550;7.66295756e-08
13068;2.900;3200;3250;7.65682854e-08
13069;15.500;4950;5000;7.64067401e-08
13070;1.100;3750;3800;7.63969282e-08
13071;1.200;2950;3000;7.63924982e-08
13072;6.800;3500;3550;7.61557012e-08
13073;10.000;3350;3400;7.61340601e-08
13074;2.900;2300;2350;7.59706129e-08
13075;9.500;3600;3650;7.57844412e-08
13076;6.200;3950;4000;7.57157474e-08
13077;10.800;2600;2650;7.55904339e-08
13078;11.600;2350;2400;7.54504649e-08
13079;1.100;4650;4700;7.53288709e-08
13080;11.700;2350;2400;7.52730338e-08
13081;7.100;2950;3000;7.51860646e-08
13082;6.400;4400;4450;7.51237916e-08
13083;9.300;4600;4650;7.48631827e-08
13084;9.200;4100;4150;7.47835764e-08
13085;9.900;3400;3450;7.46738717e-08
13086;10.000;3000;3050;7.45711962e-08
13087;9.700;3700;3750;7.42504114e-08
13088;9.800;3400;3450;7.41413910e-08
13089;11.400;2450;2500;7.37697923e-08
13090;9.900;3600;3650;7.36566840e-08
13091;0.300;3800;3850;7.34835668e-08
13092;15.700;4350;4400;7.34690047e-08
13093;6.700;4250;4300;7.34042669e-08
13094;10.500;3300;3350;7.32437669e-08
13095;2.600;2050;2100;7.29623076e-08
13096;15.900;4500;4550;7.29266759e-08
13097;6.600;3450;3500;7.29124608e-08
13098;8.800;4700;4750;7.27602592e-08
13099;6.300;3900;3950;7.25205161e-08
13100;6.700;3950;4000;7.25056602e-08
13101;0.800;4000;4050;7.22174870e-08
13102;0.300;3850;3900;7.19236267e-08
13103;1.400;4000;4050;7.14686445e-08
13104;1.200;4000;4050;7.14509304e-08
13105;9.100;4700;4750;7.12133359e-08
13106;13.400;4700;4750;7.10431000e-08
13107;0.600;2450;2500;7.04396354e-08
13108;7.700;3000;3050;7.01834895e-08
13109;1.600;2550;2600;6.98279085e-08
13110;10.400;3200;3250;6.92152245e-08
13111;7.300;4200;4250;6.91876090e-08
13112;7.600;3100;3150;6.90720383e-08
13113;1.200;2900;2950;6.88259001e-08
13114;2.800;2050;2100;6.87669666e-08
13115;11.400;2700;2750;6.86207078e-08
13116;6.300;4100;4150;6.85814106e-08
13117;2.700;2050;2100;6.80776908e-08
13118;2.600;3600;3650;6.80258065e-08
13119;1.200;3950;4000;6.79973724e-08
13120;7.000;3850;3900;6.79467384e-08
13121;10.000;3050;3100;6.78131645e-08
13122;6.300;4250;4300;6.78009876e-08
13123;15.300;4950;5000;6.77042832e-08
13124;9.600;3850;3900;6.75946580e-08
13125;15.800;4200;4250;6.75147345e-08
13126;10.100;3000;3050;6.74482459e-08
13127;0.100;550;600;6.73885393e-08
13128;13.800;3350;3400;6.72314431e-08
13129;1.800;2850;2900;6.71327632e-08
13130;15.600;4500;4550;6.70020157e-08
13131;12.600;4700;4750;6.68994303e-08
13132;13.900;4700;4750;6.65584381e-08
13133;11.300;2450;2500;6.63036348e-08
13134;0.300;4900;4950;6.62489750e-08
13135;15.400;4900;4950;6.60144453e-08
13136;3.200;3200;3250;6.59427402e-08
13137;3.400;1350;1400;6.59344868e-08
13138;7.400;4200;4250;6.58660734e-08
13139;13.500;3700;3750;6.57121639e-08
13140;2.700;1750;1800;6.55059870e-08
13141;15.200;4550;4600;6.54060693e-08
13142;9.600;4600;4650;6.53442000e-08
13143;9.600;4200;4250;6.52231203e-08
13144;1.800;2650;2700;6.52072564e-08
13145;15.400;4550;4600;6.50244189e-08
13146;6.600;4650;4700;6.49979967e-08
13147;9.300;4150;4200;6.49751170e-08
13148;3.000;2050;2100;6.47530498e-08
13149;13.400;4750;4800;6.46557351e-08
13150;2.200;2500;2550;6.45344301e-08
13151;9.600;4150;4200;6.45135125e-08
13152;11.800;2550;2600;6.44875055e-08
13153;10.900;2600;2650;6.44783116e-08
13154;2.900;2050;2100;6.43086820e-08
13155;6.000;4750;4800;6.40890008e-08
13156;7.700;3100;3150;6.40776152e-08
13157;15.800;4750;4800;6.40382554e-08
13158;11.900;4250;4300;6.39991545e-08
13159;6.900;4250;4300;6.39900892e-08
13160;7.400;3250;3300;6.39366111e-08
13161;9.200;4400;4450;6.37729640e-08
13162;6.200;4500;4550;6.37719187e-08
13163;13.400;3750;3800;6.36924262e-08
13164;13.400;4300;4350;6.34276926e-08
13165;0.300;4350;4400;6.30849865e-08
13166;15.900;4650;4700;6.30486067e-08
13167;7.000;3550;3600;6.29310491e-08
13168;10.600;3200;3250;6.27469660e-08
13169;5.800;4750;4800;6.25857418e-08
13170;8.500;4900;4950;6.23007341e-08
13171;1.500;3500;3550;6.20229166e-08
13172;6.500;3450;3500;6.20199108e-08
13173;1.500;3250;3300;6.19364688e-08
13174;13.500;3950;4000;6.19362790e-08
13175;13.400;3700;3750;6.16529176e-08
13176;15.900;4850;4900;6.16205905e-08
13177;3.100;2050;2100;6.14613793e-08
13178;1.400;3500;3550;6.12380917e-08
13179;1.300;4000;4050;6.10753411e-08
13180;15.800;4000;4050;6.10382940e-08
13181;15.800;4800;4850;6.10224921e-08
13182;15.500;4550;4600;6.06197294e-08
13183;13.500;4150;4200;6.05315514e-08
13184;6.300;4800;4850;6.04685359e-08
13185;1.300;4500;4550;6.04028377e-08
13186;15.800;4700;4750;6.03628267e-08
13187;13.400;3950;4000;6.02693702e-08
13188;1.400;3450;3500;5.99035625e-08
13189;15.600;4900;4950;5.97902863e-08
13190;6.300;4400;4450;5.97734219e-08
13191;12.600;4950;5000;5.96590737e-08
13192;9.200;4350;4400;5.94091807e-08
13193;0.800;4450;4500;5.92551300e-08
13194;11.600;2450;2500;5.91856084e-08
13195;7.100;3550;3600;5.91663057e-08
13196;7.200;4200;4250;5.90221379e-08
13197;10.300;3000;3050;5.89061137e-08
13198;0.800;4950;5000;5.82981595e-08
13199;7.300;3250;3300;5.82459543e-08
13200;10.200;3350;3400;5.81022141e-08
13201;10.500;2950;3000;5.78988221e-08
13202;13.700;4100;4150;5.76892043e-08
13203;5.600;4600;4650;5.76127456e-08
13204;13.400;4150;4200;5.75227625e-08
13205;12.600;4900;4950;5.74757917e-08
13206;15.900;4800;4850;5.73899410e-08
13207;6.900;4850;4900;5.72435599e-08
13208;11.300;2800;2850;5.72073481e-08
13209;13.800;3650;3700;5.71407182e-08
13210;0.800;4800;4850;5.70294359e-08
13211;7.500;3000;3050;5.67085891e-08
13212;5.900;4300;4350;5.65660475e-08
13213;9.100;4800;4850;5.64517485e-08
13214;8.800;4950;5000;5.60530922e-08
13215;15.700;4950;5000;5.55396947e-08
13216;15.500;4500;4550;5.55213248e-08
13217;10.100;3450;3500;5.54814318e-08
13218;1.400;2450;2500;5.49833571e-08
13219;0.800;3750;3800;5.48714587e-08
13220;15.900;4250;4300;5.47469989e-08
13221;11.500;2450;2500;5.46927390e-08
13222;15.800;4950;5000;5.45100724e-08
13223;0.500;3800;3850;5.43298907e-08
13224;7.000;3400;3450;5.42409887e-08
13225;15.800;4900;4950;5.40056266e-08
13226;12.100;4900;4950;5.38622800e-08
13227;7.600;4200;4250;5.33611921e-08
13228;11.800;2350;2400;5.32466169e-08
13229;9.500;4650;4700;5.30831294e-08
13230;6.700;3400;3450;5.25935905e-08
13231;3.300;1350;1400;5.23869866e-08
13232;9.300;3950;4000;5.20583314e-08
13233;5.900;4350;4400;5.19546098e-08
13234;9.300;4650;4700;5.17963378e-08
13235;11.800;2650;2700;5.17787578e-08
13236;1.700;3550;3600;5.16944364e-08
13237;3.200;2050;2100;5.16262670e-08
13238;2.000;3650;3700;5.15189226e-08
13239;13.700;3650;3700;5.13856384e-08
13240;15.800;4350;4400;5.13828497e-08
13241;15.300;4900;4950;5.11514911e-08
13242;6.600;4150;4200;5.07807747e-08
13243;9.900;3350;3400;5.03765254e-08
13244;12.800;4300;4350;5.01514187e-08
13245;6.800;3750;3800;4.98767268e-08
13246;15.700;4500;4550;4.97858359e-08
13247;12.800;4750;4800;4.94796625e-08
13248;9.400;3950;4000;4.92612132e-08
13249;11.400;2800;2850;4.91624497e-08
13250;7.500;3850;3900;4.91506490e-08
13251;15.900;4750;4800;4.88559238e-08
13252;7.300;3550;3600;4.87835364e-08
13253;15.900;4900;4950;4.85536753e-08
13254;7.200;2950;3000;4.82177254e-08
13255;10.100;3500;3550;4.80721684e-08
13256;0.500;4350;4400;4.79163587e-08
13257;1.200;3000;3050;4.78805936e-08
13258;11.400;2750;2800;4.76132982e-08
13259;1.300;3500;3550;4.75846996e-08
13260;6.100;4700;4750;4.75290699e-08
13261;2.300;2500;2550;4.74246766e-08
13262;7.000;4200;4250;4.73163592e-08
13263;9.300;4350;4400;4.72807137e-08
13264;6.800;3450;3500;4.71082548e-08
13265;7.200;3350;3400;4.70834554e-08
13266;10.300;3500;3550;4.69619847e-08
13267;15.800;4850;4900;4.68318320e-08
13268;7.800;3800;3850;4.68310392e-08
13269;10.400;3000;3050;4.68294889e-08
13270;9.300;4000;4050;4.68165775e-08
13271;11.000;2600;2650;4.67729220e-08
13272;6.800;4850;4900;4.66740928e-08
13273;0.600;3750;3800;4.65922872e-08
13274;6.600;3950;4000;4.65898326e-08
13275;2.800;1750;1800;4.65283934e-08
13276;6.600;4800;4850;4.63663207e-08
13277;12.800;4500;4550;4.62943112e-08
13278;6.100;3900;3950;4.62863064e-08
13279;13.500;4450;4500;4.61804542e-08
13280;15.300;4550;4600;4.61502921e-08
13281;2.700;2500;2550;4.60702832e-08
13282;1.100;4600;4650;4.59852742e-08
13283;11.300;2550;2600;4.58962317e-08
13284;7.100;3400;3450;4.56771494e-08
13285;10.400;3150;3200;4.56460518e-08
13286;9.200;4950;5000;4.56210061e-08
13287;13.800;4950;5000;4.55831236e-08
13288;6.500;4950;5000;4.55055356e-08
13289;9.500;3650;3700;4.54961925e-08
13290;10.100;3050;3100;4.53979130e-08
13291;13.200;4900;4950;4.48793957e-08
13292;6.900;3750;3800;4.48058374e-08
13293;0.300;4950;5000;4.47177813e-08
13294;1.100;4700;4750;4.46647059e-08
13295;11.200;2600;2650;4.46027117e-08
13296;10.200;3050;3100;4.45886196e-08
13297;13.600;3950;4000;4.43016221e-08
13298;7.100;4200;4250;4.43004435e-08
13299;2.700;3150;3200;4.42816925e-08
13300;6.400;3750;3800;4.42756980e-08
13301;9.400;4000;4050;4.42002907e-08
13302;3.400;2150;2200;4.40704167e-08
13303;3.300;2050;2100;4.39535239e-08
13304;6.400;4950;5000;4.39501959e-08
13305;15.900;4700;4750;4.39057713e-08
13306;7.000;3300;3350;4.38879611e-08
13307;6.900;4150;4200;4.38146726e-08
13308;10.900;3200;3250;4.37207718e-08
13309;6.600;4000;4050;4.36630551e-08
13310;5.700;4600;4650;4.34262673e-08
13311;0.300;4300;4350;4.33395093e-08
13312;6.000;4300;4350;4.29531814e-08
13313;7.200;3550;3600;4.29444451e-08
13314;6.500;3900;3950;4.29118170e-08
13315;6.900;4000;4050;4.28560438e-08
13316;9.600;3750;3800;4.28081902e-08
13317;15.900;4400;4450;4.27718587e-08
13318;6.800;4100;4150;4.27571412e-08
13319;6.900;3500;3550;4.26955546e-08
13320;7.600;3250;3300;4.25691206e-08
13321;7.200;3850;3900;4.25248897e-08
13322;7.700;2900;2950;4.25134871e-08
13323;2.200;3650;3700;4.25104937e-08
13324;3.300;2150;2200;4.23738200e-08
13325;6.300;4350;4400;4.23522744e-08
13326;9.500;4150;4200;4.22751143e-08
13327;11.500;2700;2750;4.22553833e-08
13328;15.700;4600;4650;4.21407391e-08
13329;1.900;2850;2900;4.21199583e-08
13330;12.800;4550;4600;4.20086759e-08
13331;6.400;4350;4400;4.19452978e-08
13332;6.900;3450;3500;4.13862995e-08
13333;2.200;2700;2750;4.13156982e-08
13334;5.400;4550;4600;4.12234447e-08
13335;6.600;4100;4150;4.12080230e-08
13336;15.600;4950;5000;4.10951747e-08
13337;1.100;4800;4850;4.09808875e-08
13338;0.100;600;650;4.08398373e-08
13339;6.100;4900;4950;4.07547824e-08
13340;9.700;4200;4250;4.05866093e-08
13341;9.900;4250;4300;4.05380731e-08
13342;6.700;3450;3500;4.04133982e-08
13343;1.400;3400;3450;4.02728763e-08
13344;0.500;4900;4950;4.02125232e-08
13345;6.700;4650;4700;4.01007640e-08
13346;6.300;4300;4350;3.95467151e-08
13347;3.000;2300;2350;3.93873285e-08
13348;6.800;4050;4100;3.92101577e-08
13349;6.600;4050;4100;3.91425336e-08
13350;1.300;2950;3000;3.87503383e-08
13351;6.100;4350;4400;3.87429781e-08
13352;6.800;4650;4700;3.86151112e-08
13353;1.200;3300;3350;3.84851816e-08
13354;7.500;3650;3700;3.84761765e-08
13355;9.700;4600;4650;3.83880158e-08
13356;13.400;4400;4450;3.83651389e-08
13357;12.800;4900;4950;3.83465747e-08
13358;0.600;3500;3550;3.82874636e-08
13359;1.500;4000;4050;3.82603612e-08
13360;5.500;4550;4600;3.82454089e-08
13361;13.500;4300;4350;3.82428313e-08
13362;11.700;2750;2800;3.82315143e-08
13363;6.400;3900;3950;3.81409986e-08
13364;13.300;4350;4400;3.80036823e-08
13365;10.800;3200;3250;3.77760030e-08
13366;6.400;3700;3750;3.74651388e-08
13367;7.500;3550;3600;3.74422694e-08
13368;0.800;3800;3850;3.74034467e-08
13369;10.600;2950;3000;3.73740659e-08
13370;11.500;2350;2400;3.72780231e-08
13371;12.800;4950;5000;3.72760008e-08
13372;11.700;2450;2500;3.72254929e-08
13373;7.300;3950;4000;3.72085452e-08
13374;10.700;3150;3200;3.68921683e-08
13375;6.700;4400;4450;3.68155829e-08
13376;13.300;4550;4600;3.68124037e-08
13377;1.600;4050;4100;3.66956944e-08
13378;15.900;4600;4650;3.66878954e-08
13379;7.400;3550;3600;3.63761228e-08
13380;7.800;3000;3050;3.63694215e-08
13381;13.500;4700;4750;3.63671182e-08
13382;7.000;3450;3500;3.63635058e-08
13383;1.100;4550;4600;3.63152550e-08
13384;6.800;3950;4000;3.61843155e-08
13385;9.800;4200;4250;3.61149522e-08
13386;7.400;2950;3000;3.60326282e-08
13387;6.900;4050;4100;3.57265446e-08
13388;6.500;3700;3750;3.56734665e-08
13389;10.800;3150;3200;3.55401928e-08
13390;11.800;2450;2500;3.55299565e-08
13391;1.300;4950;5000;3.54183919e-08
13392;1.700;3450;3500;3.51498467e-08
13393;2.200;2550;2600;3.51478600e-08
13394;7.500;3250;3300;3.50096250e-08
13395;6.600;3900;3950;3.49518918e-08
13396;15.900;4950;5000;3.49444910e-08
13397;11.100;3250;3300;3.49061620e-08
13398;10.700;3550;3600;3.47023426e-08
13399;1.600;3450;3500;3.46987406e-08
13400;6.600;4700;4750;3.46058812e-08
13401;9.800;3600;3650;3.45655087e-08
13402;7.000;3500;3550;3.45491510e-08
13403;0.600;3700;3750;3.44277889e-08
13404;15.800;4500;4550;3.43990104e-08
13405;0.300;4500;4550;3.43093550e-08
13406;0.500;4300;4350;3.42955391e-08
13407;6.700;3500;3550;3.42811940e-08
13408;1.300;4350;4400;3.40664955e-08
13409;7.000;4150;4200;3.40598081e-08
13410;12.300;4900;4950;3.40329210e-08
13411;0.500;4600;4650;3.40204897e-08
13412;0.600;3650;3700;3.40090661e-08
13413;11.100;2600;2650;3.39589796e-08
13414;9.200;3800;3850;3.39113738e-08
13415;11.200;2450;2500;3.38692643e-08
13416;7.200;4100;4150;3.37934924e-08
13417;6.900;4650;4700;3.36289071e-08
13418;7.600;2950;3000;3.36187757e-08
13419;6.700;4000;4050;3.34212780e-08
13420;9.200;4050;4100;3.33873480e-08
13421;9.700;3850;3900;3.33653374e-08
13422;10.900;3250;3300;3.33034293e-08
13423;6.700;3750;3800;3.31301248e-08
13424;13.900;3950;4000;3.30899169e-08
13425;6.800;4800;4850;3.30848964e-08
13426;5.800;4600;4650;3.30216176e-08
13427;10.600;3550;3600;3.29437796e-08
13428;7.000;4850;4900;3.28945729e-08
13429;15.500;4350;4400;3.28206586e-08
13430;6.900;3950;4000;3.26157351e-08
13431;7.500;2950;3000;3.24347584e-08
13432;7.100;3800;3850;3.23351261e-08
13433;7.000;4100;4150;3.22382310e-08
13434;6.900;4100;4150;3.21416385e-08
13435;6.600;3750;3800;3.18178346e-08
13436;3.400;2050;2100;3.18177018e-08
13437;7.300;3400;3450;3.17244651e-08
13438;6.200;4750;4800;3.16044255e-08
13439;7.300;3300;3350;3.14836443e-08
13440;6.400;4700;4750;3.14797904e-08
13441;6.300;4450;4500;3.13793566e-08
13442;6.800;4000;4050;3.13698737e-08
13443;7.500;4250;4300;3.13501254e-08
13444;15.700;4550;4600;3.12573306e-08
13445;6.200;4700;4750;3.11292710e-08
13446;6.300;4700;4750;3.11205106e-08
13447;6.500;4450;4500;3.08795426e-08
13448;11.300;2350;2400;3.07111585e-08
13449;2.700;2550;2600;3.06718780e-08
13450;1.900;3650;3700;3.06573863e-08
13451;6.900;4400;4450;3.06378020e-08
13452;6.700;4150;4200;3.04581700e-08
13453;6.600;4450;4500;3.04185862e-08
13454;7.200;4250;4300;3.03394955e-08
13455;0.800;4550;4600;3.03374170e-08
13456;10.400;2950;3000;3.02850206e-08
13457;7.300;3500;3550;3.02776870e-08
13458;9.100;4550;4600;3.02492823e-08
13459;7.600;3550;3600;3.02218474e-08
13460;6.900;3300;3350;2.97135358e-08
13461;5.900;4600;4650;2.97122938e-08
13462;6.500;4350;4400;2.95434435e-08
13463;15.800;4600;4650;2.92954311e-08
13464;10.100;3350;3400;2.92244410e-08
13465;3.300;3200;3250;2.92117648e-08
13466;7.300;3350;3400;2.90770307e-08
13467;9.400;4350;4400;2.90098616e-08
13468;15.700;4900;4950;2.89990112e-08
13469;0.300;4550;4600;2.88975390e-08
13470;13.300;4500;4550;2.88422524e-08
13471;2.900;1750;1800;2.87482705e-08
13472;6.000;4500;4550;2.87304670e-08
13473;1.800;3550;3600;2.86524321e-08
13474;13.700;3800;3850;2.85787434e-08
13475;10.000;3400;3450;2.85488218e-08
13476;6.500;4300;4350;2.84935080e-08
13477;13.500;4750;4800;2.83674576e-08
13478;11.800;2750;2800;2.82524803e-08
13479;10.200;3450;3500;2.82027749e-08
13480;1.400;2950;3000;2.80941783e-08
13481;7.100;4100;4150;2.79796329e-08
13482;13.200;4850;4900;2.79602017e-08
13483;6.100;4300;4350;2.79085863e-08
13484;6.400;4900;4950;2.78242760e-08
13485;7.700;3550;3600;2.76764803e-08
13486;6.100;4600;4650;2.76644054e-08
13487;6.700;3900;3950;2.74910894e-08
13488;6.200;3900;3950;2.74784385e-08
13489;11.000;3250;3300;2.74640142e-08
13490;13.600;3750;3800;2.72923118e-08
13491;10.300;3350;3400;2.71546160e-08
13492;2.300;2550;2600;2.69707990e-08
13493;6.400;4500;4550;2.69524921e-08
13494;11.400;2600;2650;2.69342578e-08
13495;1.300;3100;3150;2.68565539e-08
13496;6.500;4400;4450;2.68365955e-08
13497;10.300;3450;3500;2.67499004e-08
13498;9.200;4450;4500;2.65405615e-08
13499;9.300;4400;4450;2.64843291e-08
13500;9.200;4500;4550;2.64557582e-08
13501;2.400;2700;2750;2.63788459e-08
13502;7.700;2950;3000;2.63765448e-08
13503;6.900;3350;3400;2.63517950e-08
13504;6.000;4700;4750;2.62150310e-08
13505;2.500;2700;2750;2.61702010e-08
13506;10.500;3200;3250;2.59688499e-08
13507;13.600;4150;4200;2.56201158e-08
13508;6.400;4750;4800;2.55448860e-08
13509;7.100;3850;3900;2.55011082e-08
13510;9.500;4450;4500;2.54538813e-08
13511;13.600;3650;3700;2.53256542e-08
